CODIGO	NOME_FUNDO	TIPO_PRODUTO	CEDENTE	SACADO	LIMITE_CEDENTE	ESTADO_CEDENTE	ESTADO_SACADO	VENCIMENTO	DATA_EMISSAO	DATA_PAGAMENTO	VALOR_REAL	VALOR_DESAGIO	TAXA_MENSAL	RISCO_1	RISCO_2	RISCO_3	RISCO_4	RISCO_5	RISCO_6	RISCO_7	RISCO_8	RISCO_9	RISCO_10	RISCO_11	RISCO_12	RISCO_13	RISCO_14	RISCO_15	RISCO_16	RISCO_17	RISCO_18	RISCO_19	RISCO_20	RISCO_21	STATUS_LIQ_TITULO
5727	Fundo 1	Produto 1	Cedente 11	Sacado 4623	892857	GO	SP	2018-09-27	2018-08-20	2018-09-28	3518.86	114.2029364	0.025535589	0.01872	1	0		0		0	0.086423501	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.989599	ATRASO
5728	Fundo 1	Produto 1	Cedente 2	Sacado 467	10000000	CE	RS	2018-06-26	2018-04-05	2018-06-28	295.3	16.98483339	0.020670707	0.049404	1	0		0		0	0.657927886	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.912505	ATRASO
5729	Fundo 1	Produto 1	Cedente 2	Sacado 241	10000000	CE	SE	2018-06-26	2018-04-03	2018-06-19	375.25	26.64647818	0.024803348	0.049404	1	0		0		0	0.272564837	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.988103	EM_DIA
5730	Fundo 1	Produto 1	Cedente 2	Sacado 483	10000000	CE	RS	2018-06-27	2018-04-02	2018-06-29	2999.03	304.7581458	0.034337117	0.049404	1	0		0		0	0.274254574	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.599753	ATRASO
5731	Fundo 2	Produto 1	Cedente 2	Sacado 1325	10000000	CE	PR	2018-08-28	2018-04-29	2018-08-31	527.69	63.76175166	0.028685832	0.05058	1	0		0		0	0.698856937	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.87405	ATRASO
5732	Fundo 1	Produto 1	Cedente 2	Sacado 4624	10000000	CE	PR	2018-06-26	2018-04-01	2018-06-26	166.83	18.65112836	0.037660858	0.049404	1	0		0		0	0.054357681	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.999925	EM_DIA
5733	Fundo 1	Produto 1	Cedente 2	Sacado 4625	10000000	CE	SC	2018-06-27	2018-04-05	2018-06-27	405.1	40.05106039	0.034664286	0.049404	1	0		0		0	0.026172595	0.000294	0.014901	0		0.065905	0	0.133333	0.4	0.068841	0.067488	0.37037	0.890251	0.968717	EM_DIA
5734	Fundo 1	Produto 1	Cedente 2	Sacado 1605	10000000	CE	PR	2018-06-28	2018-04-03	2018-06-28	108	8.980140639	0.028254453	0.046926	1	0		0		0	0.552373674	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.916721	EM_DIA
5735	Fundo 1	Produto 1	Cedente 2	Sacado 1478	10000000	CE	MG	2018-06-27	2018-03-14	2018-06-27	471	42.53847039	0.025012507	0.046926	1	0		0		0	0.437924836	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.906836	EM_DIA
5736	Fundo 1	Produto 1	Cedente 11	Sacado 4626	892857	GO	SP	2018-09-29	2018-08-27	2018-10-02	148.08	12.80086715	0.078287421	0.01872	1	0		0		0	0.28568381	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.940134	ATRASO
5737	Fundo 1	Produto 1	Cedente 2	Sacado 4430	10000000	CE	PR	2018-09-12	2018-07-26	2018-09-08	1391	144.6431774	0.063780415	0.061146	1	0.221519	0.030848	0		0	0.454830993	0.026109	0.001104	0		0.554136	0	0.133333	0.4	1	1	0.37037	0.872757	0.437892	EM_DIA
5738	Fundo 1	Produto 1	Cedente 11	Sacado 963	892857	GO	SP	2018-09-28	2018-08-27	2018-09-29	112.04	8.737320011	0.072936502	0.01872	1	0		0		0	0.870950213	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.950967	ATRASO
5739	Fundo 1	Produto 1	Cedente 11	Sacado 4627	892857	GO	SP	2018-09-29	2018-08-27	2018-09-26	223.37	11.13752548	0.045227565	0.01872	1	0		0		0	0.003022391	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.554591	EM_DIA
5740	Fundo 1	Produto 1	Cedente 11	Sacado 861	892857	GO	SP	2018-09-27	2018-08-19	2018-09-28	2161.53	197.4481545	0.069552334	0.01872	1	0		0		0	0.522554502	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.978906	ATRASO
5741	Fundo 1	Produto 1	Cedente 2	Sacado 4628	10000000	CE	MG	2018-04-04	2018-03-08	2018-04-06	256.55	14.93264794	0.064878513	0.046334	1	0		0		0	0.306165809	0.000087	0.016004	0		0.065905	0	0.2	0.6	0.066854	0.065379	0.345679	0.892446	0.62983	ATRASO
5742	Fundo 1	Produto 1	Cedente 2	Sacado 4629	10000000	CE	PR	2018-04-06	2018-03-22	2018-04-06	24600	637.9628732	0.052539444	0.046926	1	0		0		0	0.380787462	0.000313	0.003311	0		0.065905	0	0.133333	0.4	0.946039	0.950397	0.382716	0.868756	0.364237	EM_DIA
5743	Fundo 1	Produto 1	Cedente 11	Sacado 4630	892857	GO	SP	2018-09-28	2018-07-30	2018-09-30	1388.71	23.6717054	0.008486898	0.014665	1	0		0		0	0.97691109	0		0		0.561533	0	0.133333	0.4	0.178073	0.156851	0.382716	0.990843	0.895711	ATRASO
5744	Fundo 1	Produto 1	Cedente 11	Sacado 1398	892857	GO	SP	2018-09-27	2018-08-27	2018-09-30	218.82	7.679231969	0.033942776	0.01872	1	0		0		0	0.590929364	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.633212	ATRASO
5745	Fundo 1	Produto 1	Cedente 11	Sacado 770	892857	GO	SP	2018-09-28	2018-08-19	2018-09-30	89.47	4.084840681	0.034050192	0.01872	1	0		0		0	0.722312599	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.859643	ATRASO
5746	Fundo 2	Produto 2	Cedente 2	Sacado 12	10000000	CE	SP	2018-07-13	2018-03-04	2018-07-13	11122.32	935.129038	0.018659451	0.045623	1	0		0		0	0.593979504	0.00051	0.012693	0		0.065905	0	0.133333	0.4	0.142166	0.13929	0.37037	0.890774	0.752582	EM_DIA
5747	Fundo 2	Produto 2	Cedente 2	Sacado 12	10000000	CE	SP	2018-07-11	2018-03-01	2018-07-11	18691.37	2555.108954	0.029548429	0.045623	1	0		0		0	0.0020808	0.00051	0.012693	0		0.065905	0	0.133333	0.4	0.142166	0.13929	0.37037	0.890774	0.143524	EM_DIA
5748	Fundo 1	Produto 1	Cedente 2	Sacado 4631	10000000	CE	RJ	2018-09-10	2018-05-16	2018-09-10	1078.92	120.0052469	0.027411266	0.053973	1	0.099808	0.032134	0.00012	0.006627	0	0.976703774	0		0		0.266308	0	0	0	0.190805	0.187972	0.382716	0.885912	0.203075	EM_DIA
5749	Fundo 1	Produto 1	Cedente 2	Sacado 4632	10000000	CE	RJ	2018-09-09	2018-05-14	2018-09-09	1078.92	95.08023601	0.021704143	0.053973	1	0.099808	0.032134	0.00012	0.006627	0	0.663651319	0		0		0.266308	0	0	0	0.190805	0.187972	0.382716	0.885912	0.739644	EM_DIA
5750	Fundo 1	Produto 1	Cedente 2	Sacado 4633	10000000	CE	GO	2018-09-09	2018-04-06	2018-09-02	384.97	45.03303138	0.021502307	0.049757	1	0		0		0	0.815348086	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.656884	EM_DIA
5751	Fundo 1	Produto 1	Cedente 11	Sacado 4634	892857	GO	SP	2018-10-03	2018-08-28	2018-09-05	831.34	31.7465488	0.031722874	0.01872	1	0		0		0	0.425259846	0		0		0.599193	0	0.2	0.6	0.35404	0.312021	0.382716	0.990289	0.764695	EM_DIA
5752	Fundo 2	Produto 1	Cedente 2	Sacado 90	10000000	CE	PB	2018-09-08	2018-04-11	2018-09-08	675.61	107.6715078	0.030016925	0.049757	1	0		0		0	0.230725108	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.682798	EM_DIA
5753	Fundo 2	Produto 1	Cedente 2	Sacado 354	10000000	CE	SP	2018-09-10	2018-04-10	2018-09-11	610.26	94.1442917	0.028530267	0.049757	1	0		0		0	0.065398366	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.998464	ATRASO
5754	Fundo 1	Produto 1	Cedente 2	Sacado 556	10000000	CE	RS	2018-07-12	2018-05-02	2018-07-11	452	38.31210783	0.034975184	0.05058	1	0		0		0	0.212475403	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.927579	EM_DIA
5755	Fundo 2	Produto 1	Cedente 2	Sacado 4635	10000000	CE	SP	2018-07-11	2018-05-01	2018-07-12	749.53	59.97703981	0.033061157	0.05058	1	0		0		0	0.821579574	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.055374	ATRASO
5756	Fundo 1	Produto 1	Cedente 2	Sacado 4636	10000000	CE	RJ	2018-09-10	2018-06-29	2018-09-10	242.65	21.75712283	0.035919077	0.059535	1	0.221519	0.012853	0		0	0.934213766	0.009371	0.001104	0		0.330868	0	0.133333	0.4	0.06763	0.06814	0.37037	0.866225	0.967189	EM_DIA
5757	Fundo 1	Produto 1	Cedente 2	Sacado 190	10000000	CE	PR	2018-09-11	2018-07-11	2018-09-11	526	31.95022648	0.028944138	0.061031	1	0.221519	0.029563	0		0	0.766606867	0.024219	0.002759	0		0.554136	0	0.133333	0.4	0.06237	0.062387	0.37037	0.872527	0.411839	EM_DIA
5758	Fundo 1	Produto 1	Cedente 2	Sacado 426	10000000	CE	PR	2018-07-11	2018-04-17	2018-07-14	1886	122.5484	0.022467772	0.05058	1	0		0		0	0.32780454	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.944139	ATRASO
5759	Fundo 1	Produto 1	Cedente 2	Sacado 4637	10000000	CE	PR	2018-07-11	2018-04-13	2018-07-11	978.11	130.9550426	0.043263833	0.05058	1	0		0		0	0.159575473	0.000002	0.004415	0		0.163416	0	0.066667	0.2	0.890823	0.877865	0.382716	0.88564	0.971343	EM_DIA
5760	Fundo 2	Produto 1	Cedente 2	Sacado 4638	10000000	CE	RS	2018-09-10	2018-08-11	2018-09-10	587.8	50.07395597	0.085188765	0.061146	1	0.221519	0.030848	0		0	0.807382435	0.026109	0.001104	0		0.554136	0	0.133333	0.4	1	1	0.37037	0.872757	0.201311	EM_DIA
5761	Fundo 1	Produto 1	Cedente 2	Sacado 4639	10000000	CE	MG	2018-09-10	2018-08-08	2018-09-10	223.88	16.02671523	0.064871906	0.061146	1	0.221519	0.030848	0		0	0.484115817	0.026109	0.001104	0		0.554136	0	0.133333	0.4	1	1	0.37037	0.872757	0.303852	EM_DIA
5762	Fundo 1	Produto 1	Cedente 2	Sacado 11	10000000	CE	SP	2018-04-17	2017-10-31	2018-04-13	10819	1648.060082	0.025642198	0.028472	1	0		0		0	0.079558801	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.963844	EM_DIA
5763	Fundo 1	Produto 1	Cedente 2	Sacado 1552	10000000	CE	SP	2018-09-10	2018-08-08	2018-09-10	1141.06	88.53061198	0.070290992	0.061146	1	0.221519	0.030848	0		0	0.082120455	0.026109	0.001104	0		0.554136	0	0.133333	0.4	1	1	0.37037	0.872757	0.400418	EM_DIA
5764	Fundo 1	Produto 1	Cedente 2	Sacado 4218	10000000	CE	MG	2018-09-09	2018-04-05	2018-09-09	782.39	130.7056263	0.029959892	0.049757	1	0		0		0	0.153842442	0.000002	0.000552	0		0.163416	0	0.066667	0.2	0.188434	0.18597	0.382716	0.884322	0.054508	EM_DIA
5765	Fundo 2	Produto 1	Cedente 2	Sacado 1552	10000000	CE	SP	2018-09-10	2018-08-07	2018-09-10	1066.3	26.61593999	0.021992391	0.061146	1	0.221519	0.030848	0		0	0.951574984	0.026109	0.001104	0		0.554136	0	0.133333	0.4	1	1	0.37037	0.872757	0.442707	EM_DIA
5766	Fundo 1	Produto 1	Cedente 2	Sacado 262	10000000	CE	RO	2018-09-10	2018-08-08	2018-09-03	252.2	6.170732557	0.022218766	0.061146	1	0.221519	0.030848	0		0	0.025191326	0.026109	0.001104	0		0.554136	0	0.133333	0.4	1	1	0.37037	0.872757	0.116441	EM_DIA
5767	Fundo 1	Produto 1	Cedente 5	Sacado 4640	3214286	RJ	SP	2018-05-07	2018-02-06	2018-05-07	480.1	34.19076456	0.023196407	0.990968	1	0		0		0	0.410988895	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.17653	EM_DIA
5768	Fundo 1	Produto 1	Cedente 5	Sacado 4641	3214286	RJ	TO	2018-05-06	2018-02-06	2018-05-06	829.56	85.20491447	0.033505831	0.990968	1	0		0		0	0.243242007	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.903839	EM_DIA
5769	Fundo 1	Produto 1	Cedente 5	Sacado 4642	3214286	RJ	PR	2018-08-10	2018-06-06	2018-07-30	624.37	62.45076576	0.044980855	0.991365	1	0		0		0	0.539598011	0.00226	0.012693	0		0.509079	0	0.4	0.8	0.000391	0.001111	0.407407	0.307331	0.963659	EM_DIA
5770	Fundo 1	Produto 1	Cedente 5	Sacado 1617	3214286	RJ	AL	2018-08-10	2018-06-08	2018-08-10	1941.79	97.86996075	0.023691956	0.991365	1	0		0		0	0.19524391	0.00226	0.012693	0		0.509079	0	0.4	0.8	0.000391	0.001111	0.407407	0.307331	0.565263	EM_DIA
5771	Fundo 1	Produto 1	Cedente 5	Sacado 1071	3214286	RJ	SC	2018-08-10	2018-06-07	2018-08-10	3622.81	323.1052994	0.040858413	0.991365	1	0		0		0	0.539382014	0.00226	0.012693	0		0.509079	0	0.4	0.8	0.000391	0.001111	0.407407	0.307331	0.58667	EM_DIA
5772	Fundo 1	Produto 1	Cedente 5	Sacado 4643	3214286	RJ	SC	2018-08-09	2018-06-06	2018-08-09	367.86	23.69140311	0.02968892	0.991365	1	0		0		0	0.71671184	0.00226	0.012693	0		0.509079	0	0.4	0.8	0.000391	0.001111	0.407407	0.307331	0.990961	EM_DIA
5773	Fundo 1	Produto 1	Cedente 5	Sacado 1606	3214286	RJ	SP	2018-06-19	2018-04-20	2018-06-19	1135.09	103.6333249	0.044652887	0.99123	1	0		0		0	0.754018812	0.001247	0.003311	0		0.469401	0	0.266667	0.8	0.016614	0.014506	0.382716	0.999606	0.998883	EM_DIA
5774	Fundo 1	Produto 1	Cedente 5	Sacado 4644	3214286	RJ	SP	2018-05-07	2018-03-25	2018-05-07	826.8	77.421359	0.064441014	0.991088	1	0		0		0	0.232312623	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.554346	EM_DIA
5775	Fundo 1	Produto 1	Cedente 5	Sacado 4645	3214286	RJ	MG	2018-04-30	2018-01-25	2018-04-30	144010.48	14783.81289	0.031341172	0.990948	1	0		0		0	0.822453975	0.001037	0.007726	0		0.464022	0	0.333333	0.6	0.000389	0.001151	0.382716	0.294829	0.822329	EM_DIA
5776	Fundo 1	Produto 1	Cedente 5	Sacado 4646	3214286	RJ	SP	2018-06-07	2018-04-30	2018-06-07	855.03	65.02128207	0.059569591	0.991255	1	0		0		0	0.156870092	0.001247	0.007726	0		0.469401	0	0.2	0.6	0.016971	0.014817	0.382716	0.999614	0.982079	EM_DIA
5777	Fundo 1	Produto 1	Cedente 5	Sacado 4647	3214286	RJ	SP	2018-05-29	2018-04-30	2018-05-29	1339.68	36.93576007	0.028534733	0.991255	1	0		0		0	0.13511404	0.001247	0.007726	0		0.469401	0	0.2	0.6	0.016971	0.014817	0.382716	0.999614	0.078055	EM_DIA
5778	Fundo 1	Produto 1	Cedente 5	Sacado 4648	3214286	RJ	SP	2018-05-29	2018-05-01	2018-05-29	2885.14	134.8576302	0.050163289	0.991255	1	0		0		0	0.908281095	0.001247	0.007726	0		0.469401	0	0.2	0.6	0.016971	0.014817	0.382716	0.999614	0.040029	EM_DIA
5779	Fundo 1	Produto 1	Cedente 5	Sacado 4649	3214286	RJ	SC	2018-04-02	2018-01-29	2018-04-02	510.56	36.46847901	0.033399309	0.990968	1	0		0		0	0.399807299	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.872958	EM_DIA
5780	Fundo 1	Produto 1	Cedente 5	Sacado 4650	3214286	RJ	RJ	2018-01-31	2017-12-29	2018-01-31	21997.8	626.5360672	0.02585933	0.990817	1	0		0		0	0.785812717	0.000629	0.000552	0		0.480834	0	0.2	0.6	0.060702	0.052995	0.382716	0.999686	0.719388	EM_DIA
5781	Fundo 1	Produto 1	Cedente 5	Sacado 1614	3214286	RJ	SP	2018-04-01	2018-01-29	2018-04-01	1497.9	62.45966309	0.019963868	0.990968	1	0		0		0	0.491965517	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.037142	EM_DIA
5782	Fundo 1	Produto 1	Cedente 5	Sacado 1351	3214286	RJ	SC	2018-04-28	2018-03-18	2018-04-27	7490.21	569.4416759	0.055078065	0.991088	1	0		0		0	0.933085778	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.995259	EM_DIA
5783	Fundo 1	Produto 1	Cedente 5	Sacado 1159	3214286	RJ	SP	2018-05-09	2018-02-07	2018-05-09	423.5	37.38628333	0.028281943	0.990968	1	0		0		0	0.343181751	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.163137	EM_DIA
5784	Fundo 1	Produto 1	Cedente 5	Sacado 4651	3214286	RJ	SP	2018-05-12	2018-03-30	2018-05-12	2594.74	94.10580169	0.025166613	0.991088	1	0		0		0	0.665433277	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.494455	EM_DIA
5785	Fundo 1	Produto 1	Cedente 5	Sacado 4652	3214286	RJ	PR	2018-05-10	2018-04-12	2018-05-10	2350.94	46.94182245	0.021408652	0.991179	1	0		0		0	0.75187002	0.000643	0.005519	0		0.460659	0	0.133333	0.4	0.054267	0.047382	0.382716	0.999588	0.041776	EM_DIA
5786	Fundo 1	Produto 1	Cedente 5	Sacado 4653	3214286	RJ	PR	2018-05-11	2018-04-11	2018-05-11	1588.39	84.76333722	0.053364311	0.991179	1	0		0		0	0.156926177	0.000643	0.005519	0		0.460659	0	0.133333	0.4	0.054267	0.047382	0.382716	0.999588	0.966816	EM_DIA
5787	Fundo 1	Produto 1	Cedente 5	Sacado 1621	3214286	RJ	SP	2018-05-02	2018-04-13	2018-05-02	1855.44	132.6209711	0.115170414	0.991179	1	0		0		0	0.690704746	0.000643	0.005519	0		0.460659	0	0.133333	0.4	0.054267	0.047382	0.382716	0.999588	0.284837	EM_DIA
5788	Fundo 1	Produto 1	Cedente 5	Sacado 4654	3214286	RJ	SC	2018-03-17	2018-02-11	2018-03-17	1659.8	91.85111088	0.048672469	0.991008	1	0		0		0	0.774192458	0.000629	0.031457	0		0.457969	0	0.2	0.6	0.037044	0.032343	0.382716	0.999598	0.927325	EM_DIA
5789	Fundo 1	Produto 1	Cedente 5	Sacado 4655	3214286	RJ	PR	2018-03-15	2018-02-01	2018-03-15	377.22	9.911522101	0.018698317	0.990968	1	0		0		0	0.849165448	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.674581	EM_DIA
5790	Fundo 1	Produto 1	Cedente 5	Sacado 4656	3214286	RJ	RJ	2018-03-28	2018-01-30	2018-03-28	2214.72	71.47838496	0.016858613	0.990968	1	0		0		0	0.876954792	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.354344	EM_DIA
5791	Fundo 1	Produto 1	Cedente 5	Sacado 4657	3214286	RJ	RS	2018-03-28	2018-01-29	2018-03-28	2696.27	155.5291216	0.029432082	0.990968	1	0		0		0	0.30143615	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.030648	EM_DIA
5792	Fundo 1	Produto 1	Cedente 5	Sacado 4658	3214286	RJ	MG	2018-03-01	2018-01-31	2018-02-27	1367.49	103.713192	0.078557431	0.990968	1	0		0		0	0.758912435	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.825318	EM_DIA
5793	Fundo 1	Produto 1	Cedente 5	Sacado 4659	3214286	RJ	SC	2018-03-27	2018-02-01	2018-03-26	1573.89	98.00467484	0.034129063	0.990968	1	0		0		0	0.787187696	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.571902	EM_DIA
5794	Fundo 1	Produto 1	Cedente 5	Sacado 4660	3214286	RJ	RS	2018-04-24	2018-03-27	2018-04-24	2005.2	108.4146693	0.058038706	0.991088	1	0		0		0	0.429158334	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.977234	EM_DIA
5795	Fundo 1	Produto 1	Cedente 5	Sacado 4661	3214286	RJ	SP	2018-04-23	2018-03-26	2018-04-23	1467.83	104.0023606	0.076103566	0.991088	1	0		0		0	0.786659607	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.603806	EM_DIA
5796	Fundo 1	Produto 1	Cedente 5	Sacado 4662	3214286	RJ	PR	2018-06-16	2018-04-20	2018-06-16	2393.55	243.7849729	0.052373466	0.99123	1	0		0		0	0.001183853	0.001247	0.003311	0		0.469401	0	0.266667	0.8	0.016614	0.014506	0.382716	0.999606	0.52109	EM_DIA
5797	Fundo 1	Produto 1	Cedente 5	Sacado 1608	3214286	RJ	SP	2018-07-16	2018-06-17	2018-07-16	1157.13	87.8090598	0.078602238	0.991386	1	0		0		0	0.354615683	0.003296	0.016556	0		0.507734	0	0.333333	0.8	0.000756	0.002234	0.395062	0.295404	0.302724	EM_DIA
5798	Fundo 1	Produto 1	Cedente 5	Sacado 4663	3214286	RJ	MG	2018-07-08	2018-05-16	2018-07-01	2499.23	74.31374103	0.016723862	0.991274	1	0		0		0	0.28020924	0.001247	0.011038	0		0.509079	0	0.266667	0.8	0.033188	0.028978	0.382716	0.999572	0.012486	EM_DIA
5799	Fundo 1	Produto 1	Cedente 5	Sacado 4664	3214286	RJ	SP	2018-07-08	2018-05-06	2018-07-10	744.31	49.35561745	0.031045802	0.991274	1	0		0		0	0.478579365	0.001247	0.011038	0		0.509079	0	0.266667	0.8	0.033188	0.028978	0.382716	0.999572	0.992744	ATRASO
5800	Fundo 1	Produto 1	Cedente 5	Sacado 4665	3214286	RJ	SP	2018-07-07	2018-05-08	2018-07-09	825.17	38.32697126	0.022960099	0.991274	1	0		0		0	0.075962593	0.001247	0.011038	0		0.509079	0	0.266667	0.8	0.033188	0.028978	0.382716	0.999572	0.792998	ATRASO
5801	Fundo 1	Produto 1	Cedente 5	Sacado 4666	3214286	RJ	SP	2018-07-08	2018-05-13	2018-07-10	4578.88	415.7001705	0.047653602	0.991274	1	0		0		0	0.930436587	0.001247	0.011038	0		0.509079	0	0.266667	0.8	0.033188	0.028978	0.382716	0.999572	0.968325	ATRASO
5802	Fundo 1	Produto 1	Cedente 5	Sacado 4667	3214286	RJ	GO	2018-07-09	2018-04-12	2018-07-09	4311.5	255.1776009	0.019795682	0.991179	1	0		0		0	0.147700739	0.000643	0.005519	0		0.460659	0	0.133333	0.4	0.054267	0.047382	0.382716	0.999588	0.995313	EM_DIA
5803	Fundo 1	Produto 1	Cedente 5	Sacado 1103	3214286	RJ	SP	2018-04-20	2018-03-19	2018-04-20	523.67	11.18034752	0.020002358	0.991088	1	0		0		0	0.015072826	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.902184	EM_DIA
5804	Fundo 1	Produto 1	Cedente 5	Sacado 4668	3214286	RJ	MG	2018-04-18	2018-03-19	2018-04-16	1841.16	127.9358146	0.069486527	0.991088	1	0		0		0	0.560146361	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.971449	EM_DIA
5805	Fundo 1	Produto 1	Cedente 5	Sacado 4654	3214286	RJ	SC	2018-04-19	2018-03-18	2018-04-19	962.48	53.76698136	0.052281857	0.991088	1	0		0		0	0.849306979	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.817413	EM_DIA
5806	Fundo 1	Produto 1	Cedente 5	Sacado 4669	3214286	RJ	SP	2018-04-18	2018-03-21	2018-04-18	6056	549.1628877	0.097464184	0.991088	1	0		0		0	0.382123593	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.92209	EM_DIA
5807	Fundo 1	Produto 1	Cedente 5	Sacado 4670	3214286	RJ	SP	2018-04-29	2018-03-19	2018-04-29	677.98	54.86082732	0.058586667	0.991088	1	0		0		0	0.866338049	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.087767	EM_DIA
5808	Fundo 1	Produto 1	Cedente 5	Sacado 4645	3214286	RJ	MG	2018-05-13	2018-02-14	2018-05-13	109788	9990.146953	0.030134916	0.991008	1	0		0		0	0.005502951	0.000776	0.415011	0		0.457969	0	0.4	0.6	0.001944	0.005961	0.382716	0.284578	0.808736	EM_DIA
5809	Fundo 1	Produto 1	Cedente 5	Sacado 4671	3214286	RJ	SP	2018-04-09	2018-03-06	2018-04-09	10413.44	545.5991867	0.046090008	0.991088	1	0		0		0	0.056246595	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.999775	EM_DIA
5810	Fundo 1	Produto 1	Cedente 5	Sacado 4670	3214286	RJ	SP	2018-04-16	2018-03-20	2018-04-16	396.88	28.64423413	0.080507714	0.991088	1	0		0		0	0.554443666	0.000636	0.001656	0		0.460659	0	0.133333	0.4	0.093048	0.081244	0.382716	0.999566	0.503296	EM_DIA
5811	Fundo 1	Produto 1	Cedente 5	Sacado 4672	3214286	RJ	PA	2018-03-26	2018-01-26	2018-03-26	8514.22	817.7890365	0.047737978	0.990948	1	0		0		0	0.172615837	0.001037	0.007726	0		0.464022	0	0.333333	0.6	0.000389	0.001151	0.382716	0.294829	0.706924	EM_DIA
5812	Fundo 1	Produto 1	Cedente 5	Sacado 1622	3214286	RJ	MG	2018-02-13	2017-12-29	2018-02-14	16726.13	563.7956789	0.021856184	0.990817	1	0		0		0	0.466017741	0.000629	0.000552	0		0.480834	0	0.2	0.6	0.060702	0.052995	0.382716	0.999686	0.619216	ATRASO
5813	Fundo 1	Produto 1	Cedente 5	Sacado 1609	3214286	RJ	RJ	2018-03-15	2018-01-29	2018-03-12	7824.95	663.8439545	0.055786928	0.990968	1	0		0		0	0.615207152	0.000869	0.004967	0		0.464022	0	0.2	0.6	0.058123	0.050745	0.382716	0.999643	0.990809	EM_DIA
